arg_id	arg_text	arg_guideline	post_id	post_topic
189	"So is the statement ""Without a cerebral cortex (gray matter covering the brain)	 pain impulses cannot be received or perceived."" "	do human fetuses have a cerebral cortex	63967	abortion1
190	"Just because a bill is passed or proposed is no guaruntee that it should make any sense	 as the various Dihydrogen Monoxide bills around the world show. "	"Look up whether their have been any serious bills proposed regarding ""Dihydrogen Monoxide"" in order to support or refute this highlighted text."	188054	abortion1
191	I told you my story and it certainly doesn't support your contention that Sanger was just echoing the mainstream sentiment of the times. Her beliefs were radical then and radical now. 	polls on public opinion during Sanger's time	186912	abortion1
192	Birth control is BEST way to avoid unwanted pregnancy and abortion - primarily because it is REALISTIC. 	most effective ways to avoid an unwanted pregnancy	103804	abortion1
193	The fetus has human DNA. 	does a fetus have human dna while developing	49937	abortion1
194	Children can be born with AIDS. 	the chances of a child to be born with AIDS	52598	abortion1
195	You believe that because the encyclopaedia is sponsored by the Catholic Church it is unreliable or invalid. 	whether the Catholic Church sponsored the encyclopaedia	53114	abortion1
196	"I'm sitting here in Nashville	 and honestly	 this isn't a big issue. You may hear a couple of extremists	 but that would be in any state. Nobody I know is upset about Frist. "	relevant Nashville opinion polls	437	abortion1
197	"However	 the idea that Catholic missionaries were tortured is a real event in history. "	were Catholic missionaries tortured in the past	53114	abortion1
198	The Senate passed a ban on partial birth abortion today. 	the partial birth abortion bill passed by the Senate	16896	abortion1
199	"Most people don't even understand basic biology	 much less the stem cell debate. "	average biology education in the USA	437	abortion1
200	"Our legal system is less affected by the cost of your lawyer (although still way too much)	 in any case - that's by the by. "	effects of lawyers costs and pricing on our legal system	88386	abortion1
201	But back to the topic at hand... 66% of women who plan to have more children after an abortion does not negate the fact that that an abortion occurred. 	the percentage of women who plan to have more children after an abortion	82858	abortion1
202	"Also	 most people can figure out the difference between coma and braindead. "	polling data on this question in the USA	437	abortion1
203	Here's the absolute truth: the morning after pill has the potential to destroy a post-conception human entity. 	can the morning after pill destroy a fetus	99680	abortion1
204	"As I've stated before	 and as you so aptly point out	 not all zygotes DO develop into an adult human being. "	percentage of zygotes that do develop into human beings	86562	abortion1
205	"Wrong again	 the organism does not have to reproduce at all to be considered alive. It must have the potential to perpetuate the species (again: unless biologically and abnormally impaired and unable to reproduce by this impairment). "	biological definition of life 	16935	abortion1
206	"There DO need to be laws and morals though	 and that IS a Conservative belief. "	polling data on liberal vs conservative opinion on rule of law	149066	abortion1
207	If the fetus isn't mentally aware of what is happening as far as it is concerned it isn't. 	mental development of a fetus	100567	abortion1
208	"the truth is	 this is the number 1 reason for abortion. women dont want to be bothered with motherhood	 so they have abortions. "	the number one reason for abortions happening	118876	abortion1
209	"Considering that the top 50% of wage earners (majority are Republican) pay 96% of all income taxes	 you're not far from wrong. "	what proportion of taxes do the top 50% of wage earners pay	171724	abortion1
210	We are all made in God's image. 	are humans made in god's image	61649	abortion1
211	THats how they have to get the cells. Dead baby carcuses. Or they pay people to make a baby then kill it so they can use the stem cells. 	ways of harvesting stem cells 	413	abortion1
212	"Hank	  If you mean that you would be interested in knowing the rational behind the opposition to birth control by the Catholic Church then I can attempt to elucidate that. "	main reasons for the catholic church to be against birth control	20843	abortion1
213	Sleep is a different unconsciousness then being in a coma. 	how sleep and a coma differ	52844	abortion1
214	Yeah actually Buddhists are against abortion. 	whether Buddhists are against abortion	53110	abortion1
215	Why then should we kill a fetus based on the fact that in the first few months of its life it is unconscious? 	is a fetus unconscious for its first few months of life	187963	abortion1
216	"[QUOTE=Parcum]Firstly	 abortion has not been around since the beginning of mankind	 although itâ€™s been around for a while. "	when did humankind first start performing abortions	50038	abortion1
